Ticker,Year,Month,Avg_Close,Avg_Volume,Avg_Return,Monthly_High,Monthly_Low
BIPL.KA,2025,5,18.19,920538.0,-0.19,18.93,15.93
BIPL.KA,2025,9,34.61,2620997.0,0.37,39.78,30.99
SNBL.KA,2021,11,4.46,89091.0,-0.44,4.73,4.3
SILK.KA,2021,6,1.78,44735205.0,-0.41,2.25,1.52
UBL.KA,2024,10,271.94,1114848.0,0.36,297.57,259.94
MCB.KA,2024,11,219.99,822565.0,-0.02,254.59,207.26
SBL.KA,2022,1,11.92,43068.0,0.37,13.21,11.4
SILK.KA,2021,8,1.75,5155457.0,-0.68,1.91,1.63
BOK.KA,2024,11,10.62,17169.0,-0.32,12.07,9.32
JSBL.KA,2021,11,4.87,215841.0,-0.77,5.19,4.6
SBL.KA,2021,3,6.43,47071.0,-1.63,6.83,6.18
SILK.KA,2023,12,1.14,8478738.0,-0.27,1.38,1.01
SCBPL.KA,2023,11,24.16,61136.0,0.68,26.28,21.61
UBL.KA,2022,1,93.36,559283.0,-0.25,95.73,90.09
ABL.KA,2026,2,182.22,81219.0,-1.26,200.77,162.09
BAHL.KA,2022,1,36.25,357510.0,-0.13,38.94,35.02
BAHL.KA,2025,4,132.69,376288.0,-0.35,140.53,124.65
BIPL.KA,2021,6,7.08,344568.0,-0.23,7.38,6.89
HMB.KA,2024,1,40.47,247739.0,-0.23,43.96,38.08
HBL.KA,2025,12,309.14,1329559.0,-0.11,324.53,300.08
MCB.KA,2023,7,89.0,1461304.0,0.76,100.24,78.09
BAFL.KA,2024,3,41.57,1720445.0,-0.28,43.04,40.16
BAHL.KA,2025,6,142.36,444419.0,0.57,158.32,131.31
BOK.KA,2026,2,34.72,12520.0,-1.41,39.35,29.25
SCBPL.KA,2022,1,15.61,5886.0,0.31,16.81,13.9
ABL.KA,2021,8,39.29,41630.0,-0.05,39.98,38.77
SILK.KA,2022,12,1.02,1639905.0,-1.98,1.17,0.93
SCBPL.KA,2024,9,48.26,35653.0,-0.12,52.7,44.33
ABL.KA,2023,11,58.66,63114.0,1.31,64.94,53.39
BAFL.KA,2021,10,16.3,1732464.0,0.03,17.69,15.19
MEBL.KA,2022,9,80.28,826590.0,-0.8,85.41,74.41
BOK.KA,2025,5,13.19,12171.0,1.46,13.94,11.8
FABL.KA,2025,5,44.62,1331451.0,-0.57,46.37,37.75
SNBL.KA,2022,10,5.27,235341.0,0.72,5.62,4.98
SNBL.KA,2024,8,11.27,3808147.0,0.62,12.92,10.07
SNBL.KA,2025,3,15.24,607870.0,-0.81,16.36,14.75
HBL.KA,2021,10,79.43,2253385.0,0.57,87.57,71.44
UBL.KA,2025,8,364.13,835557.0,0.08,375.92,350.12
MCB.KA,2022,3,78.74,540902.0,-0.26,82.41,76.22
MCB.KA,2025,1,247.16,308433.0,-0.13,252.78,240.29
BAFL.KA,2021,12,16.14,863968.0,-0.42,16.82,15.57
NBP.KA,2024,8,37.53,6040318.0,1.14,48.09,33.13
BOK.KA,2022,7,10.31,1357.0,0.19,10.86,9.49
SILK.KA,2023,5,1.1,2606196.0,-1.36,1.26,1.01
SCBPL.KA,2022,10,10.38,27636.0,0.16,10.86,9.83
SCBPL.KA,2023,3,11.56,35818.0,0.08,12.22,11.13
SCBPL.KA,2025,12,65.08,54667.0,-0.05,68.53,62.12
UBL.KA,2021,11,92.22,3290701.0,-0.3,97.66,88.19
ABL.KA,2021,6,38.95,132136.0,0.16,41.23,37.98
BOP.KA,2021,11,4.51,2766065.0,-0.55,4.69,4.3
BOP.KA,2025,3,10.09,19448723.0,-0.47,11.07,9.64
SNBL.KA,2024,6,8.72,745774.0,0.2,9.45,8.14
JSBL.KA,2022,8,3.82,153348.0,-0.47,4.02,3.51
SCBPL.KA,2023,12,26.09,66024.0,0.7,27.46,24.17
HMB.KA,2022,11,19.97,162136.0,-0.25,20.99,19.34
MCB.KA,2022,2,84.18,214997.0,-0.44,86.8,81.99
BAFL.KA,2021,5,13.92,705380.0,0.24,14.83,12.86
BAHL.KA,2024,3,67.24,634960.0,-0.04,70.26,64.2
HMB.KA,2023,1,18.42,126152.0,-0.08,19.77,16.72
HMB.KA,2024,9,56.82,153435.0,0.27,59.49,52.69
ABL.KA,2025,9,164.05,127548.0,-0.31,170.96,159.51
BAFL.KA,2025,9,99.27,2111023.0,0.2,106.5,94.23
MEBL.KA,2025,1,216.88,1126981.0,-0.13,227.81,209.31
BOK.KA,2023,5,9.34,3978.0,0.91,9.78,8.52
JSBL.KA,2025,8,14.86,1297984.0,-0.64,16.25,13.25
SCBPL.KA,2021,9,14.53,12614.0,1.98,16.1,12.8
HMB.KA,2024,11,66.35,508237.0,0.19,78.89,61.44
BAFL.KA,2023,5,20.11,2261339.0,-0.95,21.02,18.99
MEBL.KA,2026,1,475.02,2921750.0,0.2,497.05,441.93
BAHL.KA,2026,3,151.69,976922.0,-0.47,163.8,140.87
AKBL.KA,2023,8,12.35,453391.0,-1.07,13.05,11.65
BOP.KA,2024,5,3.87,5276365.0,-0.58,4.06,3.75
BIPL.KA,2025,6,25.19,8492835.0,2.39,35.23,18.57
UBL.KA,2024,7,228.97,744296.0,-0.23,241.93,221.78
BAHL.KA,2023,8,35.39,1147772.0,-0.61,39.61,32.82
AKBL.KA,2024,6,19.31,1731666.0,-0.23,21.44,17.51
BOK.KA,2025,1,11.33,10563.0,-1.04,12.15,10.57
JSBL.KA,2021,9,5.17,476250.0,-0.35,5.8,4.85
ABL.KA,2022,11,41.26,82250.0,-0.06,41.91,40.46
BAHL.KA,2024,11,100.75,1145703.0,1.54,125.14,87.6
BIPL.KA,2022,2,8.15,399025.0,-1.12,8.83,7.22
FABL.KA,2021,5,6.66,395682.0,0.73,7.23,6.09
SBL.KA,2022,7,9.24,9238.0,0.41,9.9,8.0
MEBL.KA,2025,9,394.86,1103388.0,0.42,435.11,375.53
FABL.KA,2024,9,39.5,1535819.0,-0.72,42.73,37.77
SNBL.KA,2023,1,5.27,12217.0,0.76,5.41,4.98
SBL.KA,2024,12,9.89,182531.0,-0.25,10.9,9.2
ABL.KA,2024,9,92.59,24817.0,-0.09,96.93,83.47
NBP.KA,2023,6,15.14,359214.0,-0.49,15.99,13.98
BIPL.KA,2026,2,28.94,641764.0,-0.96,31.62,25.54
FABL.KA,2022,6,9.33,427000.0,-0.33,10.15,8.44
JSBL.KA,2021,3,5.43,427786.0,-0.76,5.7,5.25
SILK.KA,2021,3,1.16,4110071.0,-2.98,1.28,1.06
SILK.KA,2021,11,1.38,2155364.0,-1.62,1.53,1.29
SILK.KA,2023,7,1.02,2335727.0,-1.19,1.15,0.96
HBL.KA,2021,8,84.07,782055.0,-0.2,85.69,79.94
MCB.KA,2025,10,352.03,841288.0,0.16,380.35,337.56
MEBL.KA,2023,6,63.59,841410.0,-0.29,66.81,60.98
MEBL.KA,2024,1,129.98,1484326.0,-0.34,138.26,123.63
NBP.KA,2023,5,15.99,1125804.0,0.17,16.53,15.11
BAHL.KA,2021,12,35.85,350123.0,-0.86,37.46,34.74
BOP.KA,2023,5,2.43,1002413.0,-1.01,2.57,2.33
BOP.KA,2025,7,11.54,44444994.0,0.75,12.89,9.95
BOK.KA,2025,10,33.32,66350.0,-0.89,36.17,29.52
SBL.KA,2022,10,6.21,7045.0,0.23,6.97,5.86
SBL.KA,2024,9,10.91,30473.0,0.28,13.2,9.46
SILK.KA,2025,4,1.15,0.0,0.0,1.15,1.15
JSBL.KA,2022,12,4.41,181071.0,-0.27,4.76,4.0
JSBL.KA,2024,6,9.27,2738670.0,0.34,10.5,8.1
SBL.KA,2025,12,13.73,3797260.0,-1.14,16.78,11.21
SBL.KA,2026,2,14.07,920869.0,-0.32,15.31,12.03
HMB.KA,2026,2,118.47,1075205.0,-0.37,126.67,113.05
MEBL.KA,2025,10,434.77,1105353.0,0.09,474.86,411.87
BAHL.KA,2024,8,84.92,607191.0,-0.86,92.04,77.95
AKBL.KA,2024,12,33.21,1493568.0,-0.58,35.87,29.26
BOP.KA,2023,10,2.67,7415396.0,0.21,3.21,2.53
BOK.KA,2025,4,12.84,11821.0,-0.05,13.94,11.71
BIPL.KA,2024,6,17.49,1287097.0,-0.55,18.98,16.0
SNBL.KA,2025,12,24.1,1341261.0,-0.42,25.74,23.2
JSBL.KA,2023,9,5.77,810125.0,0.11,6.1,5.5
SBL.KA,2024,10,11.64,10490.0,-0.95,13.45,10.36
SCBPL.KA,2022,6,11.61,108636.0,-1.06,14.92,9.18
MCB.KA,2022,6,71.59,715824.0,-0.49,75.38,66.7
NBP.KA,2023,11,20.48,3662795.0,1.01,25.19,17.56
NBP.KA,2024,6,28.83,5504015.0,-0.37,30.92,25.57
BIPL.KA,2022,8,7.35,687370.0,0.53,7.98,6.79
FABL.KA,2024,11,41.82,5079063.0,-0.24,49.11,38.24
JSBL.KA,2025,3,8.13,501743.0,-1.91,9.29,7.8
HMB.KA,2024,6,52.54,159815.0,-0.37,58.74,47.32
HBL.KA,2024,2,90.88,1807101.0,0.23,95.27,83.3
SCBPL.KA,2025,2,46.99,80008.0,0.78,55.21,43.5
UBL.KA,2023,4,81.37,894986.0,0.47,92.71,77.52
UBL.KA,2025,11,366.52,688967.0,-0.32,378.8,359.32
BAFL.KA,2025,8,92.72,6001193.0,0.78,100.88,81.05
NBP.KA,2025,4,69.53,6687490.0,0.63,77.27,60.72
JSBL.KA,2024,8,9.85,1006319.0,-0.14,10.83,9.3
SBL.KA,2024,7,11.84,84798.0,-0.36,13.4,10.05
SCBPL.KA,2024,3,28.73,86750.0,0.42,33.44,26.64
HMB.KA,2022,12,19.74,94786.0,0.22,20.4,18.86
HBL.KA,2022,2,81.77,1142579.0,-0.5,86.18,77.44
MCB.KA,2022,10,68.08,349394.0,-0.08,70.6,66.33
NBP.KA,2022,1,25.72,305455.0,0.17,26.39,24.33
BAHL.KA,2022,3,38.55,528027.0,-0.24,39.85,37.86
JSBL.KA,2024,3,8.97,725575.0,0.11,9.55,8.5
SBL.KA,2024,1,10.5,7674.0,1.13,11.0,9.0
HBL.KA,2022,6,67.94,1292168.0,-0.76,73.73,63.21
HBL.KA,2023,10,75.47,2702224.0,-0.05,79.75,70.71
MCB.KA,2022,11,71.48,277938.0,-0.01,73.39,69.79
MCB.KA,2024,1,130.58,369248.0,-0.26,133.9,127.76
MCB.KA,2024,9,189.82,317139.0,0.44,208.08,178.15
MEBL.KA,2021,7,61.81,511218.0,0.2,64.58,57.98
NBP.KA,2023,10,17.85,756674.0,0.16,18.7,17.25
BOK.KA,2024,4,9.72,6944.0,0.11,10.49,8.91
BIPL.KA,2025,10,35.64,2963655.0,-0.61,41.88,28.49
SNBL.KA,2023,4,5.72,29048.0,1.76,6.19,5.27
MCB.KA,2021,9,79.5,453508.0,-0.43,84.81,75.18
BAFL.KA,2022,6,17.22,611090.0,-0.05,18.44,16.14
SNBL.KA,2022,3,4.85,240696.0,0.21,5.27,4.63
SBL.KA,2022,4,11.76,16050.0,-1.11,12.69,10.42
SBL.KA,2023,1,7.58,6217.0,0.05,9.8,5.6
HBL.KA,2022,3,76.91,652973.0,-0.36,79.03,74.06
ABL.KA,2025,8,173.71,107905.0,-0.45,183.02,166.3
ABL.KA,2026,1,195.4,123943.0,0.1,209.94,182.38
NBP.KA,2026,2,222.83,15588133.0,-0.59,243.7,200.32
BAHL.KA,2021,9,35.25,285657.0,-0.31,35.91,34.37
BOP.KA,2022,3,4.08,2103460.0,-0.44,4.24,3.95
SNBL.KA,2021,10,4.26,160119.0,-0.4,4.48,4.14
SILK.KA,2021,5,1.4,19694773.0,0.13,1.78,1.25
HBL.KA,2025,8,250.43,3807376.0,0.35,268.47,220.05
UBL.KA,2022,12,75.35,728211.0,-0.51,80.69,69.01
ABL.KA,2022,6,42.69,48614.0,-0.28,43.64,41.46
NBP.KA,2022,4,23.73,205400.0,0.75,24.95,22.52
BAHL.KA,2024,2,65.19,440518.0,0.36,69.53,61.66
BIPL.KA,2022,4,8.36,766525.0,0.04,8.76,7.8
SBL.KA,2021,7,6.21,624667.0,1.07,6.63,5.7
HMB.KA,2022,3,23.07,338630.0,0.03,25.75,21.97
NBP.KA,2023,4,16.05,84476.0,0.13,16.41,15.65
BAHL.KA,2021,8,35.55,225827.0,-0.47,36.43,34.84
BIPL.KA,2024,8,17.98,1076876.0,-0.03,19.98,16.93
BIPL.KA,2024,10,18.73,1238040.0,-0.46,20.62,17.19
SBL.KA,2023,2,6.89,147175.0,1.04,7.8,6.0
SCBPL.KA,2021,7,14.82,7524.0,0.59,15.31,14.0
NBP.KA,2021,12,25.35,327182.0,0.17,26.01,24.46
NBP.KA,2022,9,20.71,309929.0,-0.34,22.51,19.5
BOP.KA,2023,6,2.29,2011929.0,-0.43,2.46,2.05
BOK.KA,2021,7,10.53,2600.0,0.24,11.34,9.95
BIPL.KA,2023,11,16.45,2885469.0,-0.7,17.83,15.14
JSBL.KA,2024,4,9.28,268029.0,0.99,10.58,8.8
BAHL.KA,2021,3,33.8,345695.0,-0.49,35.14,32.74
AKBL.KA,2023,3,13.03,47849.0,0.2,14.76,12.04
AKBL.KA,2023,4,12.25,66857.0,-0.49,12.82,12.03
BOK.KA,2021,6,11.47,11598.0,0.35,11.93,10.4
ABL.KA,2024,3,66.16,37475.0,-0.46,69.19,64.2
BAFL.KA,2021,7,14.45,3166943.0,0.34,15.52,13.86
BAFL.KA,2021,9,15.09,2986538.0,0.04,15.8,14.43
BAFL.KA,2022,4,18.59,720056.0,-0.44,19.79,17.78
MEBL.KA,2023,5,69.11,622313.0,-0.88,73.7,65.08
AKBL.KA,2026,1,114.9,4495865.0,0.25,125.21,98.47
BAHL.KA,2022,6,34.36,338201.0,-1.33,37.3,32.1
FABL.KA,2026,2,91.83,1441365.0,-0.5,98.19,84.09
UBL.KA,2021,10,86.1,1510840.0,0.87,95.0,75.48
UBL.KA,2023,1,70.74,508066.0,-0.53,75.44,65.43
BAFL.KA,2024,12,70.33,2200253.0,-0.34,76.55,61.69
MEBL.KA,2023,7,82.77,2348674.0,1.19,98.4,68.7
MEBL.KA,2023,10,98.6,1311675.0,0.71,110.94,87.48
NBP.KA,2021,4,24.43,1550000.0,0.12,27.49,22.36
NBP.KA,2025,1,48.16,2654100.0,0.04,54.08,45.04
BOP.KA,2021,6,4.39,7129518.0,-0.33,4.6,4.26
SNBL.KA,2025,2,15.79,2198129.0,-0.27,17.62,14.9
UBL.KA,2024,6,210.11,1255647.0,0.33,248.12,181.23
ABL.KA,2025,5,119.59,59525.0,-0.5,125.12,113.92
FABL.KA,2022,3,10.53,287957.0,0.51,11.42,9.85
SNBL.KA,2025,7,21.18,4381400.0,0.87,24.11,16.98
SBL.KA,2025,6,9.7,28523.0,-0.58,10.88,8.92
UBL.KA,2024,5,183.27,1400115.0,0.35,197.05,168.25
ABL.KA,2023,12,63.93,29667.0,0.21,68.32,60.06
MEBL.KA,2023,8,95.95,2114968.0,-0.32,101.72,87.82
BAHL.KA,2023,12,61.16,1330792.0,0.46,66.85,56.22
BAHL.KA,2025,5,129.93,431862.0,-0.56,136.78,118.98
FABL.KA,2025,4,43.82,2258337.0,-0.44,46.11,42.25
SNBL.KA,2025,8,22.26,2260466.0,-0.92,23.99,19.87
SBL.KA,2024,3,10.05,8450.0,0.39,12.0,9.5
HMB.KA,2024,4,46.83,287618.0,0.79,49.03,43.81
MCB.KA,2023,1,67.5,174905.0,-0.67,70.68,64.36
MEBL.KA,2021,6,57.69,487600.0,-0.08,59.49,56.49
BAHL.KA,2022,11,31.12,286004.0,0.0,32.21,29.96
JSBL.KA,2021,12,4.57,357795.0,0.08,4.91,4.31
HBL.KA,2024,8,112.07,1292052.0,-0.31,116.47,104.44
MEBL.KA,2025,5,267.19,1573277.0,0.36,298.13,225.37
NBP.KA,2023,12,26.15,5165524.0,0.01,29.39,23.86
BAHL.KA,2025,8,175.77,587577.0,0.3,200.49,155.62
AKBL.KA,2025,1,35.43,947232.0,-0.21,38.8,33.38
BOK.KA,2022,8,9.89,2826.0,0.81,10.79,8.85
BIPL.KA,2022,3,7.15,984609.0,0.69,8.38,6.52
BIPL.KA,2022,7,7.28,41238.0,-0.89,8.05,6.46
UBL.KA,2026,2,466.47,1574105.0,-0.93,498.34,421.0
MEBL.KA,2024,7,203.39,1009412.0,-0.23,208.55,195.94
UBL.KA,2022,10,78.9,556975.0,-0.31,81.3,75.59
MCB.KA,2023,8,97.57,1479295.0,-0.44,104.78,88.96
ABL.KA,2024,4,72.29,34618.0,0.9,78.66,67.15
BOP.KA,2026,3,26.01,25386095.0,-0.39,28.08,23.93
SILK.KA,2024,5,0.9,2071271.0,-1.41,0.99,0.86
HBL.KA,2026,2,315.85,1792561.0,-0.74,339.57,285.88
UBL.KA,2021,7,80.93,810949.0,-0.15,82.6,78.75
MCB.KA,2021,5,80.55,475078.0,-0.05,83.2,77.12
ABL.KA,2025,3,121.33,150676.0,-0.36,123.2,118.81
NBP.KA,2023,1,18.62,373043.0,0.09,20.22,17.64
BAHL.KA,2021,7,35.84,231137.0,0.09,36.32,34.96
AKBL.KA,2024,3,17.72,663125.0,-0.4,18.32,17.06
FABL.KA,2024,4,30.89,6763113.0,0.36,35.48,27.68
SNBL.KA,2025,5,14.65,483036.0,-0.37,15.32,12.95
ABL.KA,2024,6,85.29,36809.0,0.03,96.81,77.95
MEBL.KA,2022,8,80.97,1516030.0,0.19,87.53,71.05
FABL.KA,2023,11,19.3,2001976.0,0.41,21.58,17.42
HBL.KA,2025,6,156.76,2274284.0,0.52,174.53,144.5
MCB.KA,2026,2,395.92,771824.0,-0.35,416.44,370.39
ABL.KA,2025,6,129.54,108233.0,0.39,143.8,118.6
FABL.KA,2024,12,41.69,3043134.0,-0.25,44.08,38.68
ABL.KA,2022,5,46.46,39891.0,-0.44,48.55,42.67
NBP.KA,2021,3,23.97,805000.0,-0.58,24.8,23.36
BIPL.KA,2023,3,6.88,2898523.0,-1.2,8.12,6.49
SNBL.KA,2025,4,14.89,567190.0,-0.59,15.87,13.69
SBL.KA,2022,11,6.96,10864.0,0.11,8.79,6.1
HMB.KA,2021,3,17.13,613214.0,0.42,17.8,16.05
HBL.KA,2021,6,85.74,1064202.0,-0.78,89.62,79.84
ABL.KA,2021,12,44.83,550386.0,0.03,48.28,42.24
AKBL.KA,2021,4,13.11,314415.0,0.48,13.64,12.68
BIPL.KA,2023,1,8.48,1258435.0,-0.75,9.15,7.94
BIPL.KA,2025,7,31.59,2132463.0,-0.7,35.27,30.5
SNBL.KA,2021,9,4.19,44159.0,-0.3,4.37,4.08
SNBL.KA,2025,6,16.0,982221.0,0.22,17.26,15.04
SBL.KA,2021,5,6.14,40114.0,0.86,6.84,5.61
SILK.KA,2021,4,1.3,6711214.0,-0.35,1.47,1.09
SILK.KA,2024,8,0.95,4618525.0,-3.0,1.04,0.9
ABL.KA,2024,8,93.42,27665.0,-0.69,97.62,90.24
SCBPL.KA,2024,8,47.36,26579.0,-0.72,50.79,41.36
ABL.KA,2023,4,42.34,5190.0,-0.08,43.48,41.54
MEBL.KA,2025,12,430.56,2396151.0,-0.15,442.82,420.28
BAHL.KA,2022,4,39.04,384669.0,-0.51,41.54,36.82
BOK.KA,2022,12,9.22,5405.0,0.54,9.6,8.56
BIPL.KA,2025,3,19.4,966043.0,-0.37,20.0,18.63
SNBL.KA,2024,12,14.45,1686540.0,0.68,16.04,13.42
SCBPL.KA,2025,11,61.06,45138.0,-0.13,64.74,59.49
HBL.KA,2024,9,105.25,2848786.0,0.07,114.7,99.24
MCB.KA,2024,10,211.8,253342.0,-0.02,223.29,200.1
JSBL.KA,2023,6,4.59,171667.0,0.85,4.9,4.2
SBL.KA,2021,12,11.83,34727.0,-0.55,13.27,10.75
SCBPL.KA,2025,10,65.65,118410.0,-0.54,69.52,60.2
HMB.KA,2022,4,25.24,445350.0,-0.39,26.46,23.79
HBL.KA,2025,11,285.67,1394356.0,-0.34,309.77,270.78
MCB.KA,2025,6,261.94,713224.0,0.4,294.07,252.7
BAFL.KA,2024,10,56.37,1261283.0,0.53,59.29,48.32
FABL.KA,2024,3,24.63,1456539.0,0.34,28.38,22.48
JSBL.KA,2021,7,5.52,419762.0,-0.11,5.8,5.25
JSBL.KA,2024,7,10.68,849804.0,0.09,13.05,9.4
SILK.KA,2024,7,0.98,5734044.0,-1.61,1.17,0.9
HMB.KA,2023,10,27.58,496087.0,0.18,30.63,25.81
BOP.KA,2026,1,39.28,41932953.0,-0.63,41.77,36.4
FABL.KA,2023,5,15.27,1328387.0,-0.79,16.59,14.28
BAFL.KA,2022,3,17.61,721832.0,0.08,18.78,16.95
BAFL.KA,2024,1,35.44,2126908.0,-0.29,38.61,34.48
BOP.KA,2025,9,20.86,86127587.0,1.52,28.24,15.18
BOK.KA,2022,3,10.72,4364.0,1.31,11.3,9.79
JSBL.KA,2021,6,5.73,1868432.0,-1.27,6.25,5.25
SBL.KA,2021,9,8.67,794273.0,1.25,11.4,5.77
UBL.KA,2022,4,95.18,764635.0,-0.34,98.35,89.77
BAHL.KA,2025,7,157.1,379974.0,-0.17,166.77,150.0
BIPL.KA,2022,12,9.35,831905.0,-0.55,9.99,8.39
HBL.KA,2023,4,56.35,865188.0,-0.29,58.12,54.05
MCB.KA,2022,4,80.74,461540.0,-0.21,83.7,76.92
NBP.KA,2021,9,24.63,497182.0,-0.39,26.05,23.87
BAHL.KA,2022,5,37.68,676826.0,-0.57,38.72,36.46
BAHL.KA,2025,11,178.71,327144.0,-0.8,191.0,174.02
AKBL.KA,2022,1,15.55,626672.0,0.26,16.05,14.87
BOP.KA,2023,2,2.8,3591775.0,-0.83,3.05,2.59
BIPL.KA,2024,2,18.91,1376818.0,0.43,20.85,17.46
FABL.KA,2025,2,43.64,1501836.0,-0.2,46.37,41.81
SILK.KA,2021,7,1.84,9035190.0,-0.58,2.04,1.7
SILK.KA,2022,11,1.07,1517250.0,-1.67,1.15,1.0
ABL.KA,2025,10,185.47,447020.0,-0.51,202.5,168.01
BAFL.KA,2023,10,28.03,1217823.0,-0.02,29.34,26.89
BOP.KA,2024,11,5.31,45662109.0,1.66,7.34,4.3
SNBL.KA,2025,9,21.18,2018572.0,0.13,23.43,19.54
JSBL.KA,2025,5,8.33,554535.0,-0.22,8.95,7.0
SBL.KA,2025,4,9.36,59240.0,0.34,11.3,7.96
SILK.KA,2022,6,1.25,3683000.0,-2.25,1.5,1.13
ABL.KA,2025,2,122.08,41844.0,-0.98,129.98,110.81
MEBL.KA,2024,4,182.6,2039293.0,-0.2,196.33,173.25
JSBL.KA,2023,11,8.1,2698045.0,0.82,9.7,6.62
SILK.KA,2024,2,1.03,2737950.0,-0.63,1.09,0.97
SCBPL.KA,2025,3,53.06,56425.0,-0.92,56.04,50.23
UBL.KA,2026,1,475.72,2271988.0,0.07,506.17,434.7
MCB.KA,2023,3,72.37,203352.0,-0.29,73.46,69.85
MEBL.KA,2022,11,76.66,807857.0,-0.1,80.51,71.26
BAHL.KA,2023,7,31.93,1050246.0,0.89,37.67,27.36
BAHL.KA,2024,7,94.94,596573.0,-0.66,99.48,88.31
BOP.KA,2024,2,4.03,16782918.0,-0.24,4.37,3.76
JSBL.KA,2026,1,17.76,406024.0,-0.53,18.6,16.01
SBL.KA,2022,3,12.34,35717.0,0.19,13.2,12.0
SILK.KA,2022,1,1.4,3444273.0,-1.3,1.62,1.24
SILK.KA,2022,4,1.14,1670725.0,-0.95,1.33,1.05
SCBPL.KA,2025,8,67.83,72674.0,-0.24,78.53,60.38
UBL.KA,2021,5,80.47,1999477.0,-0.15,85.76,77.55
MCB.KA,2024,4,162.78,444308.0,0.18,171.62,155.39
BAFL.KA,2023,2,18.85,848690.0,-0.32,19.78,18.07
SILK.KA,2022,10,1.11,2703568.0,-1.18,1.28,1.0
HBL.KA,2024,6,97.06,4098482.0,0.34,108.95,87.23
UBL.KA,2023,3,81.23,1500509.0,-0.06,84.23,77.43
ABL.KA,2025,1,121.52,40810.0,-0.03,128.48,116.98
BOP.KA,2022,4,4.11,1900058.0,-0.54,4.42,3.89
HMB.KA,2023,11,34.37,681341.0,1.21,39.0,30.35
UBL.KA,2023,8,117.67,1406713.0,-0.24,124.32,109.51
MEBL.KA,2023,9,89.48,877399.0,-0.31,93.16,87.44
BOP.KA,2022,2,4.31,10868746.0,-0.53,4.51,3.96
BOK.KA,2023,7,9.75,3000.0,0.49,9.81,8.94
FABL.KA,2021,9,10.08,1401114.0,0.52,12.09,8.07
FABL.KA,2022,4,11.18,298250.0,-0.22,12.26,10.49
HBL.KA,2021,12,79.8,1553752.0,-0.64,83.64,76.96
HBL.KA,2023,1,48.65,1670605.0,0.06,58.42,44.71
BAFL.KA,2021,4,13.29,591951.0,-0.6,13.82,12.64
BAFL.KA,2025,2,67.92,1267606.0,-0.88,70.12,65.84
MEBL.KA,2022,6,73.17,1028319.0,-1.04,81.15,66.77
MEBL.KA,2023,4,70.5,782138.0,0.37,73.7,67.73
NBP.KA,2024,5,30.32,5703983.0,-0.29,31.68,28.89
BOP.KA,2025,6,9.17,15950448.0,0.12,9.86,8.71
BOK.KA,2021,3,11.43,6600.0,1.0,11.59,10.8
NBP.KA,2021,5,24.66,1267477.0,0.23,27.27,23.36
NBP.KA,2026,1,225.85,10293052.0,0.06,237.94,205.77
HMB.KA,2025,12,107.05,1190671.0,-0.78,111.29,105.55
AKBL.KA,2024,4,20.22,4509471.0,0.49,22.58,17.5
NBP.KA,2024,10,49.63,3807292.0,0.08,54.77,44.43
AKBL.KA,2023,7,11.31,573500.0,0.61,13.05,10.33
FABL.KA,2021,3,6.48,352643.0,-0.79,6.76,6.29
SNBL.KA,2022,5,4.99,74870.0,0.12,5.09,4.81
SBL.KA,2024,8,12.06,3325.0,-0.83,13.49,10.21
HMB.KA,2025,8,107.23,313126.0,0.09,116.79,96.9
HMB.KA,2025,9,108.98,237806.0,-0.52,115.55,103.34
MCB.KA,2023,6,75.87,276777.0,-0.28,77.26,73.26
BIPL.KA,2024,7,18.8,1377842.0,-0.25,20.91,16.98
FABL.KA,2024,7,42.71,4844624.0,-0.86,47.06,37.48
BAFL.KA,2022,11,19.85,2432714.0,0.0,21.56,18.64
MEBL.KA,2024,6,202.51,1436347.0,-0.3,224.82,187.0
BIPL.KA,2022,11,8.49,2665477.0,1.1,10.17,6.89
